* Measurement data measured by REW V5.31
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of R Zero Red Stock Narrow, R Zero Red Stock Narrow
* Dated: 29-Apr-2024 11:05:50
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of R Zero Red Stock Narrow, R Zero Red Stock Narrow
* Measurement: Zero Red Stock Narrow R2
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
11577.301758	90.439
11661.195312	90.554
11745.697266	90.638
11830.811523	90.700
11916.542969	90.753
12002.894531	90.821
12089.873047	90.929
12177.480469	91.108
12265.723633	91.386
12354.606445	91.788
12444.132812	92.326
12534.308594	92.999
12625.136719	93.791
12716.624023	94.669
12808.773438	95.575
12901.591797	96.434
12995.082031	97.159
13089.250000	97.666
13184.099609	97.895
13279.636719	97.819
13375.867188	97.455
13472.793945	96.854
13570.422852	96.096
13668.759766	95.263
13767.809570	94.437
13867.577148	93.684
13968.067383	93.056
14069.285156	92.589
14171.237305	92.288
14273.927734	92.134
14377.362305	92.102
14481.546875	92.166
14586.486328	92.317
14692.185547	92.554
14798.651367	92.889
14905.888672	93.333
15013.902344	93.897
15122.700195	94.590
15232.285156	95.395
15342.664062	96.258
15453.843750	97.076
15565.829102	97.716
15678.625000	98.044
15792.239258	97.958
15906.675781	97.407
16021.942383	96.403
16138.043945	95.017
16254.986328	93.365
16372.777344	91.591
16491.421875	89.847
16610.923828	88.263
16731.294922	86.911
16852.535156	85.790
16974.656250	84.854
17097.662109	84.056
17221.558594	83.362
17346.353516	82.750
17472.052734	82.205
17598.662109	81.713
17726.189453	81.266
17854.640625	80.859
17984.021484	80.489
18114.341797	80.156
18245.605469	79.854
18377.820312	79.580
18510.994141	79.336
18645.132812	79.124
18780.242188	78.949
18916.332031	78.820
19053.408203	78.749
19191.476562	78.730
19330.546875	78.736
19470.623047	78.708
19611.714844	78.582
19753.830078	78.318
19896.974609	77.977
