* Measurement data measured by REW V5.31
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of L, L
* Dated: 16-Apr-2024 00:52:01
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L
* Measurement: Hola L1
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	114.358
20.144928	114.389
20.290907	114.417
20.437943	114.443
20.586044	114.460
20.735220	114.470
20.885475	114.473
21.036821	114.466
21.189262	114.454
21.342808	114.441
21.497467	114.427
21.653246	114.423
21.810154	114.430
21.968201	114.453
22.127390	114.497
22.287735	114.560
22.449242	114.641
22.611917	114.739
22.775772	114.843
22.940815	114.954
23.107054	115.060
23.274498	115.158
23.443153	115.245
23.613033	115.315
23.784142	115.368
23.956491	115.401
24.130091	115.416
24.304947	115.411
24.481071	115.388
24.658470	115.347
24.837156	115.290
25.017136	115.219
25.198421	115.137
25.381020	115.050
25.564941	114.961
25.750195	114.880
25.936790	114.809
26.124741	114.757
26.314051	114.723
26.504732	114.708
26.696796	114.709
26.890253	114.717
27.085112	114.728
27.281382	114.732
27.479073	114.727
27.678198	114.709
27.878765	114.682
28.080786	114.647
28.284271	114.615
28.489231	114.589
28.695675	114.579
28.903616	114.585
29.113064	114.607
29.324028	114.638
29.536524	114.673
29.750557	114.703
29.966141	114.725
30.183289	114.736
30.402010	114.739
30.622314	114.739
30.844217	114.745
31.067726	114.759
31.292856	114.788
31.519617	114.827
31.748020	114.873
31.978081	114.913
32.209808	114.944
32.443211	114.956
32.678310	114.953
32.915108	114.933
33.153625	114.909
33.393871	114.887
33.635857	114.876
33.879597	114.881
34.125103	114.899
34.372387	114.928
34.621464	114.959
34.872345	114.985
35.125042	115.001
35.379574	115.001
35.635948	114.987
35.894180	114.960
36.154285	114.922
36.416275	114.879
36.680161	114.837
36.945961	114.798
37.213688	114.769
37.483353	114.750
37.754974	114.742
38.028561	114.742
38.304131	114.746
38.581699	114.752
38.861279	114.760
39.142883	114.768
39.426529	114.779
39.712231	114.795
40.000000	114.815
40.289856	114.837
40.581814	114.857
40.875885	114.872
41.172089	114.881
41.470440	114.881
41.770950	114.875
42.073643	114.864
42.378525	114.850
42.685616	114.832
42.994934	114.811
43.306492	114.790
43.620308	114.768
43.936401	114.748
44.254780	114.727
44.575470	114.705
44.898483	114.679
45.223835	114.650
45.551544	114.624
45.881630	114.607
46.214108	114.607
46.548996	114.622
46.886307	114.645
47.226067	114.663
47.568283	114.664
47.912983	114.649
48.260181	114.627
48.609894	114.613
48.962143	114.616
49.316940	114.630
49.674313	114.639
50.034271	114.628
50.396843	114.589
50.762039	114.537
51.129883	114.492
51.500389	114.473
51.873581	114.475
52.249481	114.480
52.628101	114.464
53.009464	114.423
53.393593	114.370
53.780506	114.326
54.170223	114.303
54.562763	114.296
54.958145	114.296
55.356396	114.301
55.757530	114.314
56.161572	114.331
56.568542	114.330
56.978462	114.285
57.391350	114.197
57.807232	114.107
58.226128	114.067
58.648056	114.095
59.073048	114.154
59.501114	114.193
59.932281	114.198
60.366577	114.199
60.804020	114.211
61.244629	114.210
61.688435	114.145
62.135452	114.009
62.585712	113.864
63.039234	113.785
63.496040	113.779
63.956161	113.774
64.419617	113.714
64.886421	113.624
65.356621	113.575
65.830215	113.601
66.307251	113.656
66.787743	113.677
67.271713	113.646
67.759193	113.589
68.250206	113.543
68.744774	113.528
69.242928	113.545
69.744690	113.579
70.250084	113.589
70.759148	113.541
71.271896	113.447
71.788361	113.362
72.308571	113.336
72.832550	113.365
73.360321	113.405
73.891922	113.418
74.427376	113.388
74.966705	113.327
75.509949	113.262
76.057121	113.220
76.608261	113.206
77.163399	113.200
77.722557	113.179
78.285767	113.146
78.853058	113.116
79.424461	113.097
80.000000	113.083
80.579712	113.066
81.163628	113.039
81.751770	113.003
82.344177	112.961
82.940880	112.917
83.541901	112.874
84.147285	112.832
84.757050	112.794
85.371231	112.762
85.989868	112.739
86.612984	112.721
87.240616	112.700
87.872803	112.670
88.509560	112.634
89.150940	112.601
89.796967	112.574
90.447670	112.552
91.103088	112.531
91.763260	112.508
92.428215	112.481
93.097992	112.450
93.772614	112.417
94.452133	112.387
95.136566	112.360
95.825966	112.334
96.520363	112.310
97.219788	112.286
97.924286	112.259
98.633881	112.226
99.348625	112.191
100.068542	112.157
100.793686	112.125
101.524078	112.091
102.259766	112.058
103.000778	112.023
103.747162	111.989
104.498962	111.958
105.256203	111.929
106.018929	111.899
106.787186	111.866
107.561012	111.833
108.340446	111.803
109.125526	111.775
109.916290	111.745
110.712791	111.714
111.515060	111.682
112.323143	111.649
113.137085	111.617
113.956924	111.586
114.782700	111.555
115.614464	111.523
116.452255	111.492
117.296112	111.461
118.146095	111.432
119.002228	111.401
119.864563	111.369
120.733154	111.335
121.608040	111.304
122.489258	111.276
123.376869	111.250
124.270905	111.222
125.171425	111.191
126.078468	111.163
126.992081	111.136
127.912323	111.110
128.839233	111.083
129.772842	111.055
130.713242	111.029
131.660431	111.005
132.614502	110.979
133.575485	110.948
134.543427	110.913
135.518387	110.879
136.500412	110.847
137.489548	110.818
138.485855	110.792
139.489380	110.768
140.500168	110.741
141.518295	110.711
142.543793	110.682
143.576721	110.652
144.617142	110.621
145.665100	110.590
146.720642	110.558
147.783844	110.527
148.854752	110.499
149.933411	110.470
151.019897	110.441
152.114243	110.413
153.216522	110.386
154.326797	110.361
155.445114	110.339
156.571533	110.317
157.706116	110.298
158.848923	110.280
160.000000	110.264
161.159424	110.246
162.327255	110.225
163.503540	110.204
164.688354	110.180
165.881760	110.151
167.083801	110.117
168.294571	110.080
169.514099	110.041
170.742462	109.999
171.979736	109.954
173.225967	109.908
174.481232	109.864
175.745605	109.825
177.019119	109.791
178.301880	109.761
179.593933	109.734
180.895340	109.713
182.206177	109.697
183.526520	109.681
184.856430	109.663
186.195984	109.648
187.545227	109.634
188.904266	109.621
190.273132	109.606
191.651932	109.590
193.040726	109.576
194.439575	109.559
195.848572	109.539
197.267761	109.514
198.697250	109.488
200.137085	109.462
201.587372	109.438
203.048157	109.413
204.519531	109.388
206.001556	109.363
207.494324	109.339
208.997925	109.316
210.512405	109.293
212.037857	109.269
213.574371	109.246
215.122025	109.223
216.680893	109.200
218.251053	109.175
219.832581	109.150
221.425583	109.125
223.030121	109.102
224.646286	109.079
226.274170	109.056
227.913849	109.031
229.565399	109.007
231.228928	108.984
232.904510	108.960
234.592224	108.937
236.292191	108.915
238.004456	108.894
239.729126	108.873
241.466309	108.852
243.216080	108.829
244.978516	108.808
246.753738	108.786
248.541809	108.767
250.342850	108.748
252.156937	108.727
253.984161	108.708
255.824646	108.686
257.678467	108.667
259.545685	108.646
261.426483	108.624
263.320862	108.608
265.229004	108.590
267.150970	108.568
269.086853	108.549
271.036774	108.534
273.000824	108.513
274.979095	108.488
276.971710	108.469
278.978760	108.456
281.000336	108.441
283.036591	108.421
285.087585	108.402
287.153442	108.390
289.234283	108.387
291.330200	108.388
293.441284	108.387
295.567688	108.382
297.709503	108.373
299.866821	108.361
302.039795	108.348
304.228485	108.334
306.433044	108.322
308.653595	108.312
310.890228	108.303
313.143066	108.294
315.412231	108.285
317.697845	108.276
320.000000	108.263
322.318848	108.247
324.654510	108.230
327.007080	108.213
329.376709	108.199
331.763519	108.186
334.167603	108.173
336.589142	108.160
339.028198	108.146
341.484924	108.133
343.959473	108.120
346.451935	108.107
348.962463	108.094
351.491211	108.080
354.038239	108.067
356.603760	108.054
359.187866	108.042
361.790680	108.031
364.412354	108.019
367.053040	108.007
369.712860	107.995
372.391968	107.985
375.090454	107.974
377.808533	107.963
380.546265	107.952
383.303864	107.941
386.081451	107.933
388.879150	107.926
391.697144	107.920
394.535522	107.912
397.394501	107.901
400.274170	107.891
403.174744	107.883
406.096313	107.875
409.039062	107.866
412.003113	107.857
414.988647	107.849
417.995850	107.841
421.024811	107.832
424.075714	107.824
427.148743	107.817
430.244049	107.810
433.361786	107.803
436.502106	107.798
439.665161	107.793
442.851166	107.786
446.060242	107.778
449.292572	107.770
452.548340	107.761
455.827698	107.752
459.130798	107.745
462.457855	107.738
465.809021	107.731
469.184448	107.725
472.584381	107.720
476.008911	107.713
479.458252	107.706
482.932617	107.701
486.432159	107.697
489.957031	107.692
493.507477	107.687
497.083618	107.683
500.685699	107.679
504.313873	107.674
507.968323	107.670
511.649292	107.666
515.356934	107.661
519.091370	107.655
522.852966	107.651
526.641724	107.649
530.458008	107.649
534.301941	107.648
538.173706	107.646
542.073547	107.644
546.001648	107.641
549.958191	107.638
553.943420	107.636
557.957520	107.635
562.000671	107.633
566.073181	107.632
570.175171	107.633
574.306885	107.633
578.468567	107.632
582.660400	107.631
586.882568	107.630
591.135376	107.629
595.419006	107.628
599.733643	107.628
604.079590	107.629
608.456970	107.631
612.866089	107.632
617.307190	107.633
621.780457	107.635
626.286133	107.638
630.824463	107.640
635.395691	107.642
640.000000	107.644
644.637695	107.647
649.309021	107.651
654.014160	107.655
658.753418	107.660
663.527039	107.665
668.335205	107.670
