* Measurement data measured by REW V5.31
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of L, L
* Dated: 16-Apr-2024 00:52:01
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L
* Measurement: Hola L1
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
673.178284	107.674
678.056396	107.681
682.969849	107.689
687.918945	107.696
692.903870	107.702
697.924927	107.707
702.982422	107.712
708.076477	107.720
713.207520	107.729
718.375732	107.739
723.581360	107.747
728.824707	107.757
734.106079	107.768
739.425720	107.779
744.783936	107.789
750.180908	107.802
755.617065	107.816
761.092529	107.829
766.607727	107.842
772.162903	107.855
777.758301	107.871
783.394287	107.887
789.071045	107.902
794.789001	107.917
800.548340	107.933
806.349487	107.954
812.192627	107.976
818.078125	107.996
824.006226	108.016
829.977295	108.035
835.991699	108.055
842.049622	108.076
848.151428	108.099
854.297485	108.124
860.488098	108.150
866.723572	108.175
873.004211	108.202
879.330322	108.229
885.702332	108.255
892.120483	108.281
898.585144	108.309
905.096680	108.341
911.655396	108.374
918.261597	108.408
924.915710	108.444
931.618042	108.481
938.368896	108.517
945.168762	108.550
952.017822	108.574
958.916504	108.588
965.865234	108.597
972.864319	108.614
979.914062	108.649
987.014954	108.698
994.167236	108.753
1001.371399	108.810
1008.627747	108.866
1015.936646	108.921
1023.298584	108.976
1030.713867	109.029
1038.182739	109.076
1045.705933	109.122
1053.283447	109.167
1060.916016	109.212
1068.603882	109.257
1076.347412	109.302
1084.147095	109.347
1092.003296	109.391
1099.916382	109.436
1107.886841	109.481
1115.915039	109.526
1124.001343	109.571
1132.146362	109.617
1140.350342	109.663
1148.613770	109.708
1156.937134	109.752
1165.320801	109.795
1173.765137	109.837
1182.270752	109.880
1190.838013	109.922
1199.467285	109.964
1208.159180	110.005
1216.913940	110.046
1225.732178	110.086
1234.614380	110.128
1243.560913	110.172
1252.572266	110.215
1261.648926	110.258
1270.791382	110.301
1280.000000	110.344
1289.275391	110.388
1298.618042	110.434
1308.028320	110.479
1317.506836	110.524
1327.054077	110.569
1336.670410	110.616
1346.356567	110.664
1356.112793	110.713
1365.939697	110.763
1375.837891	110.814
1385.807739	110.864
1395.849854	110.913
1405.964844	110.960
1416.152954	111.009
1426.415039	111.058
1436.751465	111.107
1447.162720	111.154
1457.649414	111.199
1468.212158	111.245
1478.851440	111.292
1489.567871	111.336
1500.361816	111.381
1511.234131	111.426
1522.185059	111.471
1533.215454	111.516
1544.325806	111.562
1555.516602	111.608
1566.788574	111.653
1578.142090	111.699
1589.578003	111.743
1601.096680	111.787
1612.698975	111.832
1624.385254	111.876
1636.156250	111.921
1648.012451	111.965
1659.954590	112.011
1671.983398	112.054
1684.099243	112.096
1696.302856	112.139
1708.594971	112.182
1720.976196	112.226
1733.447144	112.269
1746.008423	112.312
1758.660645	112.354
1771.404663	112.398
1784.240967	112.442
1797.170288	112.485
1810.193359	112.528
1823.310791	112.571
1836.523193	112.615
1849.831421	112.657
1863.236084	112.700
1876.737793	112.742
1890.337524	112.784
1904.035645	112.826
1917.833008	112.867
1931.730469	112.908
1945.728638	112.949
1959.828125	112.990
1974.029907	113.030
1988.334473	113.068
2002.742798	113.106
2017.255493	113.144
2031.873291	113.182
2046.597168	113.219
2061.427734	113.256
2076.365479	113.295
2091.411865	113.334
2106.566895	113.372
2121.832031	113.411
2137.207764	113.452
2152.694824	113.495
2168.294189	113.540
2184.006592	113.588
2199.832764	113.636
2215.773682	113.686
2231.830078	113.739
2248.002686	113.795
2264.292725	113.853
2280.700684	113.913
2297.227539	113.973
2313.874268	114.034
2330.641602	114.098
2347.530273	114.165
2364.541504	114.234
2381.676025	114.302
2398.934570	114.369
2416.318359	114.433
2433.827881	114.496
2451.464355	114.559
2469.228760	114.625
2487.121826	114.694
2505.144531	114.768
2523.297852	114.844
2541.582764	114.924
2560.000000	115.005
2578.550781	115.086
2597.236084	115.167
2616.056641	115.245
2635.013672	115.322
2654.108154	115.399
2673.340820	115.474
2692.713135	115.549
2712.225586	115.624
2731.879395	115.702
2751.675781	115.780
2771.615479	115.857
2791.699707	115.933
2811.929688	116.005
2832.305908	116.073
2852.830078	116.135
2873.502930	116.191
2894.325439	116.243
2915.298828	116.291
2936.424316	116.335
2957.702881	116.377
2979.135742	116.416
3000.723633	116.452
3022.468262	116.485
3044.370117	116.513
3066.430908	116.540
3088.651611	116.566
3111.033203	116.588
3133.577148	116.609
3156.284180	116.630
3179.156006	116.654
3202.193359	116.677
3225.397949	116.698
3248.770508	116.719
3272.312500	116.741
3296.024902	116.763
3319.909180	116.783
3343.966797	116.798
3368.198486	116.807
3392.605713	116.810
3417.189941	116.809
3441.952393	116.803
3466.894287	116.790
3492.016846	116.771
3517.321289	116.749
3542.809326	116.727
3568.481934	116.704
3594.340576	116.682
3620.386719	116.661
3646.621582	116.644
3673.046387	116.632
3699.662842	116.621
3726.472168	116.609
3753.475586	116.598
3780.675049	116.595
3808.071289	116.593
3835.666016	116.588
3863.460938	116.579
3891.457275	116.565
3919.656250	116.546
3948.059814	116.523
3976.668945	116.494
4005.485596	116.447
4034.510986	116.380
4063.746582	116.299
4093.194336	116.213
4122.855469	116.117
4152.730957	116.010
4182.823730	115.893
4213.133789	115.768
4243.664062	115.639
4274.415527	115.509
4305.389648	115.376
4336.588379	115.242
4368.013184	115.104
4399.665527	114.964
4431.547363	114.822
4463.660156	114.679
4496.005371	114.534
4528.585449	114.390
4561.401367	114.246
4594.455078	114.101
4627.748535	113.956
4661.283203	113.812
4695.060547	113.668
4729.083008	113.526
4763.352051	113.389
4797.869141	113.254
4832.636719	113.120
4867.655762	112.988
4902.928711	112.862
4938.457520	112.743
4974.243652	112.631
5010.289062	112.523
5046.595703	112.421
5083.165527	112.325
5120.000000	112.235
5157.101562	112.150
5194.472168	112.069
5232.113281	111.994
5270.027344	111.928
5308.216309	111.870
5346.681641	111.818
5385.426270	111.775
5424.451172	111.744
5463.758789	111.725
5503.351562	111.717
5543.230957	111.720
5583.399414	111.737
5623.859375	111.770
5664.611816	111.819
5705.660156	111.880
5747.005859	111.950
5788.650879	112.030
5830.597656	112.120
5872.848633	112.216
5915.405762	112.321
5958.271484	112.435
6001.447266	112.552
6044.936523	112.663
6088.740234	112.773
6132.861816	112.888
6177.303223	113.004
6222.066406	113.121
6267.154297	113.237
6312.568359	113.352
6358.312012	113.468
6404.386719	113.583
6450.795898	113.696
6497.541016	113.812
6544.625000	113.928
6592.049805	114.044
6639.818359	114.162
6687.933594	114.282
6736.396973	114.404
6785.211426	114.528
6834.379883	114.655
6883.904785	114.781
6933.788574	114.907
6984.033691	115.035
7034.642578	115.165
7085.618652	115.296
7136.963867	115.429
7188.681152	115.564
7240.773438	115.704
7293.243164	115.844
7346.092773	115.981
7399.325684	116.105
7452.944336	116.203
7506.951172	116.256
7561.350098	116.237
7616.142578	116.122
7671.332031	115.886
7726.921875	115.516
7782.914551	115.006
7839.312500	114.371
7896.119629	113.643
7953.337891	112.859
8010.971191	112.054
8069.021973	111.256
8127.493164	110.483
8186.388672	109.745
8245.710938	109.048
8305.461914	108.393
8365.647461	107.779
8426.267578	107.201
8487.328125	106.653
8548.831055	106.131
8610.779297	105.632
8673.176758	105.151
8736.026367	104.687
8799.331055	104.239
8863.094727	103.808
8927.320312	103.391
8992.010742	102.987
9057.170898	102.591
9122.802734	102.204
9188.910156	101.825
9255.497070	101.451
9322.566406	101.084
9390.121094	100.727
9458.166016	100.376
9526.704102	100.033
9595.738281	99.700
9665.273438	99.378
9735.311523	99.066
9805.857422	98.768
9876.915039	98.489
9948.487305	98.231
10020.578125	98.001
10093.191406	97.804
10166.331055	97.647
10240.000000	97.549
10314.203125	97.535
10388.944336	97.627
10464.226562	97.843
10540.054688	98.194
10616.432617	98.679
10693.363281	99.270
10770.852539	99.920
10848.902344	100.578
10927.517578	101.194
11006.703125	101.727
11086.461914	102.160
11166.798828	102.496
11247.718750	102.753
11329.223633	102.950
11411.320312	103.111
11494.011719	103.258
11577.301758	103.412
11661.195312	103.582
11745.697266	103.781
11830.811523	104.017
11916.542969	104.296
12002.894531	104.627
12089.873047	105.015
12177.480469	105.467
12265.723633	105.988
12354.606445	106.587
12444.132812	107.273
12534.308594	108.060
12625.136719	108.962
12716.624023	109.990
12808.773438	111.146
12901.591797	112.414
12995.082031	113.724
13089.250000	114.925
13184.099609	115.797
13279.636719	116.127
13375.867188	115.828
13472.793945	114.989
13570.422852	113.823
13668.759766	112.551
13767.809570	111.323
13867.577148	110.215
13968.067383	109.276
14069.285156	108.549
14171.237305	108.022
14273.927734	107.637
14377.362305	107.360
14481.546875	107.158
14586.486328	107.001
14692.185547	106.900
14798.651367	106.873
14905.888672	106.917
15013.902344	107.012
15122.700195	107.142
15232.285156	107.299
15342.664062	107.467
15453.843750	107.600
15565.829102	107.628
15678.625000	107.498
15792.239258	107.185
15906.675781	106.663
16021.942383	105.898
16138.043945	104.880
16254.986328	103.675
16372.777344	102.375
16491.421875	101.086
16610.923828	99.940
16731.294922	98.943
16852.535156	98.014
16974.656250	97.127
17097.662109	96.282
17221.558594	95.466
17346.353516	94.675
17472.052734	93.901
17598.662109	93.139
17726.189453	92.390
17854.640625	91.667
17984.021484	90.973
18114.341797	90.296
18245.605469	89.644
18377.820312	89.024
18510.994141	88.431
18645.132812	87.879
18780.242188	87.382
18916.332031	86.928
19053.408203	86.510
19191.476562	86.137
19330.546875	85.781
19470.623047	85.380
19611.714844	84.725
19753.830078	83.463
19896.974609	81.647
