* Measurement data measured by REW V5.31
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of L, L
* Dated: 16-Apr-2024 00:53:02
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L
* Measurement: Hola L3
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
507.968323	108.093
511.649292	108.088
515.356934	108.082
519.091370	108.076
522.852966	108.072
526.641724	108.072
530.458008	108.071
534.301941	108.067
538.173706	108.063
542.073547	108.060
546.001648	108.059
549.958191	108.059
553.943420	108.058
557.957520	108.057
562.000671	108.057
566.073181	108.055
570.175171	108.053
574.306885	108.051
578.468567	108.051
582.660400	108.050
586.882568	108.049
591.135376	108.050
595.419006	108.051
599.733643	108.051
604.079590	108.052
608.456970	108.054
612.866089	108.055
617.307190	108.056
621.780457	108.055
626.286133	108.057
630.824463	108.060
635.395691	108.062
640.000000	108.064
644.637695	108.066
649.309021	108.068
654.014160	108.072
658.753418	108.077
663.527039	108.084
668.335205	108.090
673.178284	108.096
678.056396	108.101
682.969849	108.104
687.918945	108.109
692.903870	108.116
697.924927	108.124
702.982422	108.131
708.076477	108.139
713.207520	108.148
718.375732	108.158
723.581360	108.167
728.824707	108.175
734.106079	108.183
739.425720	108.192
744.783936	108.204
750.180908	108.218
755.617065	108.230
761.092529	108.240
766.607727	108.252
772.162903	108.267
777.758301	108.282
783.394287	108.296
789.071045	108.313
794.789001	108.332
800.548340	108.351
806.349487	108.369
812.192627	108.387
818.078125	108.407
824.006226	108.427
829.977295	108.448
835.991699	108.471
842.049622	108.494
848.151428	108.519
854.297485	108.543
860.488098	108.569
866.723572	108.596
873.004211	108.623
879.330322	108.647
885.702332	108.672
892.120483	108.700
898.585144	108.729
905.096680	108.760
911.655396	108.793
918.261597	108.827
924.915710	108.863
931.618042	108.900
938.368896	108.939
945.168762	108.973
952.017822	108.998
958.916504	109.013
965.865234	109.025
972.864319	109.044
979.914062	109.079
987.014954	109.129
994.167236	109.185
1001.371399	109.244
1008.627747	109.302
1015.936646	109.359
1023.298584	109.416
1030.713867	109.469
1038.182739	109.518
1045.705933	109.565
1053.283447	109.612
1060.916016	109.660
1068.603882	109.708
1076.347412	109.756
1084.147095	109.805
1092.003296	109.853
1099.916382	109.901
1107.886841	109.951
1115.915039	110.003
1124.001343	110.053
1132.146362	110.103
1140.350342	110.151
1148.613770	110.198
1156.937134	110.244
1165.320801	110.290
1173.765137	110.337
1182.270752	110.383
1190.838013	110.429
1199.467285	110.475
1208.159180	110.520
1216.913940	110.565
1225.732178	110.611
1234.614380	110.656
1243.560913	110.702
1252.572266	110.749
1261.648926	110.796
1270.791382	110.845
1280.000000	110.892
1289.275391	110.940
1298.618042	110.987
1308.028320	111.035
1317.506836	111.082
1327.054077	111.129
1336.670410	111.177
1346.356567	111.225
1356.112793	111.273
1365.939697	111.321
1375.837891	111.368
1385.807739	111.415
1395.849854	111.460
1405.964844	111.505
1416.152954	111.551
1426.415039	111.597
1436.751465	111.643
1447.162720	111.689
1457.649414	111.734
1468.212158	111.780
1478.851440	111.827
1489.567871	111.874
1500.361816	111.921
1511.234131	111.969
1522.185059	112.017
1533.215454	112.064
1544.325806	112.111
1555.516602	112.159
1566.788574	112.207
1578.142090	112.255
1589.578003	112.304
1601.096680	112.353
1612.698975	112.402
1624.385254	112.451
1636.156250	112.499
1648.012451	112.549
1659.954590	112.600
1671.983398	112.650
1684.099243	112.699
1696.302856	112.748
1708.594971	112.797
1720.976196	112.847
1733.447144	112.896
1746.008423	112.945
1758.660645	112.996
1771.404663	113.047
1784.240967	113.097
1797.170288	113.147
1810.193359	113.197
1823.310791	113.247
1836.523193	113.298
1849.831421	113.349
1863.236084	113.401
1876.737793	113.453
1890.337524	113.504
1904.035645	113.554
1917.833008	113.605
1931.730469	113.657
1945.728638	113.710
1959.828125	113.763
1974.029907	113.816
1988.334473	113.867
2002.742798	113.917
2017.255493	113.967
2031.873291	114.017
2046.597168	114.068
2061.427734	114.121
2076.365479	114.173
2091.411865	114.224
2106.566895	114.276
2121.832031	114.327
2137.207764	114.377
2152.694824	114.426
2168.294189	114.475
2184.006592	114.523
2199.832764	114.571
2215.773682	114.620
2231.830078	114.670
2248.002686	114.722
2264.292725	114.772
2280.700684	114.818
2297.227539	114.863
2313.874268	114.908
2330.641602	114.954
2347.530273	115.002
2364.541504	115.048
2381.676025	115.093
2398.934570	115.135
2416.318359	115.176
2433.827881	115.216
2451.464355	115.254
2469.228760	115.291
2487.121826	115.329
2505.144531	115.365
2523.297852	115.399
2541.582764	115.429
2560.000000	115.457
2578.550781	115.484
2597.236084	115.511
2616.056641	115.540
2635.013672	115.570
2654.108154	115.602
2673.340820	115.634
2692.713135	115.669
2712.225586	115.707
2731.879395	115.751
2751.675781	115.804
2771.615479	115.866
2791.699707	115.934
2811.929688	116.007
2832.305908	116.084
2852.830078	116.164
2873.502930	116.245
2894.325439	116.325
2915.298828	116.399
2936.424316	116.465
2957.702881	116.524
2979.135742	116.576
3000.723633	116.619
3022.468262	116.655
3044.370117	116.684
3066.430908	116.710
3088.651611	116.735
3111.033203	116.757
3133.577148	116.776
3156.284180	116.795
3179.156006	116.816
3202.193359	116.838
3225.397949	116.858
3248.770508	116.878
3272.312500	116.899
3296.024902	116.921
3319.909180	116.941
3343.966797	116.957
3368.198486	116.964
3392.605713	116.967
3417.189941	116.967
3441.952393	116.963
3466.894287	116.953
3492.016846	116.937
3517.321289	116.920
3542.809326	116.902
3568.481934	116.881
3594.340576	116.857
