* Measurement data measured by REW V5.31
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of L Buds+, L Buds+
* Dated: 29-Apr-2024 11:39:37
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L Buds+, L Buds+
* Measurement: Buds+ L1
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
7399.325684	109.482
7452.944336	108.926
7506.951172	108.305
7561.350098	107.625
7616.142578	106.894
7671.332031	106.121
7726.921875	105.313
7782.914551	104.479
7839.312500	103.628
7896.119629	102.767
7953.337891	101.905
8010.971191	101.050
8069.021973	100.210
8127.493164	99.393
8186.388672	98.610
8245.710938	97.871
8305.461914	97.185
8365.647461	96.558
8426.267578	95.993
8487.328125	95.491
8548.831055	95.049
8610.779297	94.661
8673.176758	94.319
8736.026367	94.013
8799.331055	93.732
8863.094727	93.465
8927.320312	93.203
8992.010742	92.936
9057.170898	92.656
9122.802734	92.356
9188.910156	92.033
9255.497070	91.685
9322.566406	91.313
9390.121094	90.919
9458.166016	90.513
9526.704102	90.106
9595.738281	89.715
9665.273438	89.355
9735.311523	89.045
9805.857422	88.808
9876.915039	88.662
9948.487305	88.620
10020.578125	88.686
10093.191406	88.853
10166.331055	89.108
10240.000000	89.430
10314.203125	89.796
10388.944336	90.188
10464.226562	90.588
10540.054688	90.984
10616.432617	91.368
10693.363281	91.733
10770.852539	92.076
10848.902344	92.398
10927.517578	92.697
11006.703125	92.974
11086.461914	93.231
11166.798828	93.467
11247.718750	93.685
11329.223633	93.886
11411.320312	94.072
11494.011719	94.246
11577.301758	94.411
11661.195312	94.568
11745.697266	94.720
11830.811523	94.867
11916.542969	95.011
12002.894531	95.152
12089.873047	95.291
12177.480469	95.425
12265.723633	95.554
12354.606445	95.677
12444.132812	95.792
12534.308594	95.897
12625.136719	95.990
12716.624023	96.066
12808.773438	96.125
12901.591797	96.166
12995.082031	96.187
13089.250000	96.188
13184.099609	96.170
13279.636719	96.136
13375.867188	96.090
13472.793945	96.035
13570.422852	95.981
13668.759766	95.935
13767.809570	95.914
13867.577148	95.943
13968.067383	96.055
14069.285156	96.275
14171.237305	96.601
14273.927734	97.002
14377.362305	97.424
14481.546875	97.806
14586.486328	98.103
14692.185547	98.323
14798.651367	98.522
14905.888672	98.769
15013.902344	99.099
15122.700195	99.483
15232.285156	99.844
15342.664062	100.078
15453.843750	100.085
15565.829102	99.785
15678.625000	99.141
15792.239258	98.157
15906.675781	96.874
16021.942383	95.354
16138.043945	93.668
16254.986328	91.890
16372.777344	90.096
16491.421875	88.365
16610.923828	86.762
16731.294922	85.317
16852.535156	84.013
16974.656250	82.809
17097.662109	81.663
17221.558594	80.546
17346.353516	79.433
17472.052734	78.304
17598.662109	77.145
17726.189453	75.943
17854.640625	74.686
17984.021484	73.370
18114.341797	72.010
18245.605469	70.666
18377.820312	69.462
18510.994141	68.607
18645.132812	68.305
18780.242188	68.588
18916.332031	69.289
19053.408203	70.185
19191.476562	71.108
19330.546875	71.945
19470.623047	72.611
19611.714844	73.036
19753.830078	73.188
19896.974609	73.131
