* Exported with UsyTrace, available at https://usyless.uk/trace
* Freq(Hz)	SPL(dB)
2451.464399	68.950198
2487.121769	69.205855
2523.297789	69.449329
2560.000000	69.673303
2597.236057	69.928963
2635.013726	70.140766
2673.340883	70.352574
2712.225522	70.564368
2751.675750	70.776161
2791.699796	70.987958
2832.306004	71.155899
2873.502844	71.323844
2915.298905	71.469548
2957.702904	71.591216
3000.723683	71.661836
3044.370214	71.714549
3088.651599	71.727625
3133.577071	71.740891
3179.155999	71.754350
3225.397888	71.740518
3272.312380	71.726410
3319.909260	71.712098
3368.198452	71.662253
3417.190027	71.576058
3466.894200	71.470183
3517.321337	71.342352
3568.481954	71.214519
3620.386720	71.076848
3673.046457	70.936933
3726.472148	70.809105
3780.674934	70.659318
3835.666117	70.509585
3891.457165	70.337893
3948.059713	70.166198
4005.485564	69.988987
4063.746693	69.777180
4122.855250	69.521522
4182.823560	69.265870
4243.664130	68.966355
4305.389646	68.693321
4368.012981	68.411173
4431.547192	68.155506
4496.005531	67.899850
4561.401437	67.688058
4627.748549	67.476261
4695.060701	67.264461
4763.351932	67.100896
4832.636481	66.973267
4902.928797	66.889094
4974.243539	66.817494
5046.595577	66.746874
5120.000000	66.684880
5194.472115	66.619006
5270.027452	66.535026
5346.681766	66.449837
5424.451043	66.345185
5503.351500	66.239282
5583.399591	66.155317
5664.612008	66.065129
5747.005687	65.994532
5830.597810	65.949648
5915.405808	65.923077
6001.447367	65.945397
6088.740429	65.983768
6177.303198	66.077206
6267.154142	66.205035
6358.311998	66.354814
6450.795775	66.517929
6544.624761	66.685868
6639.818520	66.826004
6736.396904	66.953832
6834.380053	67.074888
6933.788400	67.160113
7034.642675	67.230726
7136.963909	67.315938
7240.773439	67.370170
7346.092914	67.405433
7452.944296	67.383866
7561.349867	67.292627
7671.332234	67.124691
7782.914330	66.852098
7896.119426	66.472350
8010.971128	66.004876
8127.493386	65.499122
8245.710500	64.951463
8365.647121	64.403792
8487.328260	63.856110
8610.779292	63.308417
8736.025961	62.761527
8863.094385	62.213055
8992.011061	61.621535
9122.802874	60.986143
9255.497097	60.336074
9390.121402	59.627606
9526.703863	58.904463
9665.272962	58.225233
9805.857594	57.633711
9948.487077	57.107066
10093.191154	56.740854
10240.000000	56.566524
10388.944230	56.552263
10540.054903	56.618319
10693.363532	56.790001
10848.902086	56.907173
11006.703001	56.879775
11166.799182	56.700714
11329.224017	56.364829
11494.011375	55.941247
11661.195620	55.517656
11830.811616	55.156678
12002.894734	54.901016
12177.480858	54.826445
12354.606395	55.057913
12534.308283	55.668058
12716.623996	56.616852
12901.591551	57.825055
13089.249521	59.052016
13279.637040	60.098280
13472.793808	60.653033
13668.760107	60.720540
13867.576801	60.546185
14069.285350	60.290525
14273.927818	60.078721
14481.546879	59.933488
14692.185828	59.826566
14905.888592	59.756007
15122.699734	59.698257
15342.664467	59.597595
15565.828661	59.465820
15792.238852	59.297871
16021.942256	59.042220
16254.986772	58.786567
16491.420999	58.487050
16731.294241	58.231390
16974.656520	57.975725
17221.558584	57.763918
17472.051922	57.508268
17726.188769	57.180667
17984.022122	56.963406
18245.605748	56.745212
18510.994194	57.066993
18780.242805	57.194941
19053.407727	56.851523
19330.545924	53.292614
19611.715189	50.841331
19896.974155	50.043860
20186.382308	50.043860
